equipamento_id,equipamento_nome,componente_id,componente_nome,sensor_id,sensor_nome,frequencia_leitura,falha_id,falha_nome,data_falha,descricao_falha,tecnico_id,tecnico_nome,procedimento_id,procedimento_nome
eqp250,Bomba Hidráulica,cmp250,Rolamento Frontal,sns250,Sensor de Temperatura,1.25,flh250,Vazamento de Pressão,2023-08-21,Excesso de vibração detectado,tec250,Carlos Silva,prc250,Resfriamento do Equipamento
eqp251,Bomba Hidráulica,cmp251,Válvula de Pressão,sns251,Sensor de Vibração,1.61,flh251,Superaquecimento,2024-10-16,Perda de pressão no componente,tec251,João Pereira,prc251,Vedação da Válvula
eqp252,Compressor de Ar,cmp252,Válvula de Pressão,sns252,Sensor de Pressão,1.97,flh252,Falha por Vibração Excedente,2023-03-05,Perda de pressão no componente,tec252,Ana Lima,prc252,Troca de Rolamento
eqp253,Bomba Hidráulica,cmp253,Válvula de Pressão,sns253,Sensor de Pressão,0.58,flh253,Falha por Vibração Excedente,2023-06-10,Temperatura acima do limite,tec253,Carlos Silva,prc253,Vedação da Válvula
eqp254,Motor Principal,cmp254,Rolamento Frontal,sns254,Sensor de Pressão,0.83,flh254,Superaquecimento,2023-03-10,Perda de pressão no componente,tec254,Ana Lima,prc254,Resfriamento do Equipamento
eqp255,Compressor de Ar,cmp255,Válvula de Pressão,sns255,Sensor de Vibração,1.72,flh255,Vazamento de Pressão,2024-01-28,Excesso de vibração detectado,tec255,Carlos Silva,prc255,Vedação da Válvula
eqp256,Bomba Hidráulica,cmp256,Engrenagem,sns256,Sensor de Vibração,1.66,flh256,Falha por Vibração Excedente,2024-03-18,Perda de pressão no componente,tec256,Ana Lima,prc256,Vedação da Válvula
eqp257,Bomba Hidráulica,cmp257,Válvula de Pressão,sns257,Sensor de Pressão,1.72,flh257,Superaquecimento,2023-04-01,Excesso de vibração detectado,tec257,Carlos Silva,prc257,Resfriamento do Equipamento
eqp258,Motor Principal,cmp258,Rolamento Frontal,sns258,Sensor de Temperatura,1.76,flh258,Superaquecimento,2023-02-23,Temperatura acima do limite,tec258,Carlos Silva,prc258,Vedação da Válvula
eqp259,Compressor de Ar,cmp259,Rolamento Frontal,sns259,Sensor de Pressão,1.52,flh259,Vazamento de Pressão,2024-05-02,Temperatura acima do limite,tec259,João Pereira,prc259,Resfriamento do Equipamento
eqp260,Motor Principal,cmp260,Válvula de Pressão,sns260,Sensor de Vibração,1.31,flh260,Vazamento de Pressão,2023-04-14,Excesso de vibração detectado,tec260,João Pereira,prc260,Troca de Rolamento
eqp261,Compressor de Ar,cmp261,Engrenagem,sns261,Sensor de Vibração,0.82,flh261,Superaquecimento,2025-01-27,Temperatura acima do limite,tec261,João Pereira,prc261,Troca de Rolamento
eqp262,Motor Principal,cmp262,Rolamento Frontal,sns262,Sensor de Vibração,1.9,flh262,Superaquecimento,2023-05-24,Excesso de vibração detectado,tec262,Carlos Silva,prc262,Vedação da Válvula
eqp263,Motor Principal,cmp263,Engrenagem,sns263,Sensor de Pressão,0.8,flh263,Superaquecimento,2024-04-10,Excesso de vibração detectado,tec263,Carlos Silva,prc263,Resfriamento do Equipamento
eqp264,Bomba Hidráulica,cmp264,Válvula de Pressão,sns264,Sensor de Pressão,2.0,flh264,Superaquecimento,2024-04-28,Excesso de vibração detectado,tec264,Carlos Silva,prc264,Resfriamento do Equipamento
eqp265,Bomba Hidráulica,cmp265,Engrenagem,sns265,Sensor de Temperatura,1.96,flh265,Vazamento de Pressão,2025-03-24,Temperatura acima do limite,tec265,João Pereira,prc265,Vedação da Válvula
eqp266,Bomba Hidráulica,cmp266,Válvula de Pressão,sns266,Sensor de Vibração,0.83,flh266,Vazamento de Pressão,2023-11-17,Excesso de vibração detectado,tec266,Ana Lima,prc266,Resfriamento do Equipamento
eqp267,Bomba Hidráulica,cmp267,Válvula de Pressão,sns267,Sensor de Vibração,1.03,flh267,Superaquecimento,2025-03-16,Excesso de vibração detectado,tec267,João Pereira,prc267,Vedação da Válvula
eqp268,Motor Principal,cmp268,Engrenagem,sns268,Sensor de Vibração,1.46,flh268,Superaquecimento,2024-05-21,Temperatura acima do limite,tec268,Carlos Silva,prc268,Troca de Rolamento
eqp269,Bomba Hidráulica,cmp269,Rolamento Frontal,sns269,Sensor de Vibração,1.16,flh269,Superaquecimento,2024-11-09,Perda de pressão no componente,tec269,Ana Lima,prc269,Vedação da Válvula
eqp270,Motor Principal,cmp270,Engrenagem,sns270,Sensor de Temperatura,1.99,flh270,Falha por Vibração Excedente,2024-03-20,Temperatura acima do limite,tec270,Ana Lima,prc270,Resfriamento do Equipamento
eqp271,Bomba Hidráulica,cmp271,Engrenagem,sns271,Sensor de Temperatura,1.4,flh271,Vazamento de Pressão,2023-01-08,Excesso de vibração detectado,tec271,João Pereira,prc271,Vedação da Válvula
eqp272,Compressor de Ar,cmp272,Válvula de Pressão,sns272,Sensor de Temperatura,0.87,flh272,Vazamento de Pressão,2023-02-12,Temperatura acima do limite,tec272,João Pereira,prc272,Troca de Rolamento
eqp273,Compressor de Ar,cmp273,Rolamento Frontal,sns273,Sensor de Pressão,1.22,flh273,Falha por Vibração Excedente,2024-09-16,Temperatura acima do limite,tec273,João Pereira,prc273,Resfriamento do Equipamento
eqp274,Motor Principal,cmp274,Rolamento Frontal,sns274,Sensor de Temperatura,1.24,flh274,Superaquecimento,2023-01-12,Perda de pressão no componente,tec274,Ana Lima,prc274,Resfriamento do Equipamento
eqp275,Compressor de Ar,cmp275,Rolamento Frontal,sns275,Sensor de Temperatura,1.2,flh275,Falha por Vibração Excedente,2024-10-27,Excesso de vibração detectado,tec275,Ana Lima,prc275,Resfriamento do Equipamento
eqp276,Bomba Hidráulica,cmp276,Engrenagem,sns276,Sensor de Pressão,1.61,flh276,Vazamento de Pressão,2025-01-19,Temperatura acima do limite,tec276,Carlos Silva,prc276,Resfriamento do Equipamento
eqp277,Compressor de Ar,cmp277,Engrenagem,sns277,Sensor de Pressão,1.58,flh277,Vazamento de Pressão,2024-09-26,Temperatura acima do limite,tec277,Carlos Silva,prc277,Vedação da Válvula
eqp278,Compressor de Ar,cmp278,Rolamento Frontal,sns278,Sensor de Vibração,0.64,flh278,Superaquecimento,2024-10-21,Excesso de vibração detectado,tec278,Ana Lima,prc278,Resfriamento do Equipamento
eqp279,Bomba Hidráulica,cmp279,Rolamento Frontal,sns279,Sensor de Pressão,0.72,flh279,Falha por Vibração Excedente,2024-07-10,Temperatura acima do limite,tec279,João Pereira,prc279,Resfriamento do Equipamento
eqp280,Motor Principal,cmp280,Válvula de Pressão,sns280,Sensor de Vibração,1.38,flh280,Vazamento de Pressão,2023-12-04,Temperatura acima do limite,tec280,João Pereira,prc280,Vedação da Válvula
eqp281,Compressor de Ar,cmp281,Engrenagem,sns281,Sensor de Temperatura,1.09,flh281,Vazamento de Pressão,2023-06-25,Perda de pressão no componente,tec281,Ana Lima,prc281,Resfriamento do Equipamento
eqp282,Motor Principal,cmp282,Engrenagem,sns282,Sensor de Temperatura,1.1,flh282,Vazamento de Pressão,2023-01-13,Temperatura acima do limite,tec282,João Pereira,prc282,Resfriamento do Equipamento
eqp283,Motor Principal,cmp283,Válvula de Pressão,sns283,Sensor de Temperatura,0.96,flh283,Falha por Vibração Excedente,2023-12-18,Temperatura acima do limite,tec283,Carlos Silva,prc283,Resfriamento do Equipamento
eqp284,Compressor de Ar,cmp284,Rolamento Frontal,sns284,Sensor de Vibração,1.56,flh284,Vazamento de Pressão,2023-05-30,Temperatura acima do limite,tec284,Carlos Silva,prc284,Troca de Rolamento
eqp285,Compressor de Ar,cmp285,Válvula de Pressão,sns285,Sensor de Pressão,1.39,flh285,Falha por Vibração Excedente,2024-02-23,Perda de pressão no componente,tec285,Ana Lima,prc285,Troca de Rolamento
eqp286,Bomba Hidráulica,cmp286,Engrenagem,sns286,Sensor de Vibração,0.94,flh286,Vazamento de Pressão,2024-05-28,Temperatura acima do limite,tec286,Ana Lima,prc286,Troca de Rolamento
eqp287,Motor Principal,cmp287,Engrenagem,sns287,Sensor de Temperatura,1.8,flh287,Superaquecimento,2023-02-03,Temperatura acima do limite,tec287,Carlos Silva,prc287,Resfriamento do Equipamento
eqp288,Bomba Hidráulica,cmp288,Válvula de Pressão,sns288,Sensor de Vibração,0.85,flh288,Superaquecimento,2023-10-23,Temperatura acima do limite,tec288,Ana Lima,prc288,Troca de Rolamento
eqp289,Compressor de Ar,cmp289,Válvula de Pressão,sns289,Sensor de Temperatura,1.48,flh289,Superaquecimento,2023-10-29,Excesso de vibração detectado,tec289,Ana Lima,prc289,Troca de Rolamento
eqp290,Bomba Hidráulica,cmp290,Rolamento Frontal,sns290,Sensor de Temperatura,0.94,flh290,Superaquecimento,2023-02-09,Excesso de vibração detectado,tec290,João Pereira,prc290,Resfriamento do Equipamento
eqp291,Compressor de Ar,cmp291,Rolamento Frontal,sns291,Sensor de Pressão,1.71,flh291,Vazamento de Pressão,2024-03-24,Perda de pressão no componente,tec291,Carlos Silva,prc291,Resfriamento do Equipamento
eqp292,Compressor de Ar,cmp292,Engrenagem,sns292,Sensor de Vibração,1.84,flh292,Falha por Vibração Excedente,2023-02-18,Perda de pressão no componente,tec292,Ana Lima,prc292,Troca de Rolamento
eqp293,Bomba Hidráulica,cmp293,Válvula de Pressão,sns293,Sensor de Temperatura,1.91,flh293,Superaquecimento,2024-03-17,Excesso de vibração detectado,tec293,João Pereira,prc293,Vedação da Válvula
eqp294,Motor Principal,cmp294,Válvula de Pressão,sns294,Sensor de Pressão,1.51,flh294,Superaquecimento,2023-10-18,Temperatura acima do limite,tec294,Carlos Silva,prc294,Vedação da Válvula
eqp295,Compressor de Ar,cmp295,Rolamento Frontal,sns295,Sensor de Pressão,0.86,flh295,Vazamento de Pressão,2024-08-28,Perda de pressão no componente,tec295,Ana Lima,prc295,Vedação da Válvula
eqp296,Bomba Hidráulica,cmp296,Válvula de Pressão,sns296,Sensor de Pressão,1.1,flh296,Falha por Vibração Excedente,2023-06-30,Excesso de vibração detectado,tec296,Ana Lima,prc296,Resfriamento do Equipamento
eqp297,Bomba Hidráulica,cmp297,Engrenagem,sns297,Sensor de Pressão,1.07,flh297,Vazamento de Pressão,2023-06-24,Excesso de vibração detectado,tec297,Carlos Silva,prc297,Vedação da Válvula
eqp298,Compressor de Ar,cmp298,Válvula de Pressão,sns298,Sensor de Vibração,0.64,flh298,Superaquecimento,2024-03-22,Excesso de vibração detectado,tec298,Carlos Silva,prc298,Resfriamento do Equipamento
eqp299,Bomba Hidráulica,cmp299,Válvula de Pressão,sns299,Sensor de Temperatura,1.63,flh299,Vazamento de Pressão,2024-03-17,Temperatura acima do limite,tec299,Ana Lima,prc299,Troca de Rolamento
eqp300,Compressor de Ar,cmp300,Válvula de Pressão,sns300,Sensor de Vibração,0.86,flh300,Vazamento de Pressão,2023-04-22,Temperatura acima do limite,tec300,João Pereira,prc300,Resfriamento do Equipamento
eqp301,Compressor de Ar,cmp301,Rolamento Frontal,sns301,Sensor de Vibração,1.65,flh301,Vazamento de Pressão,2025-01-07,Perda de pressão no componente,tec301,João Pereira,prc301,Troca de Rolamento
eqp302,Bomba Hidráulica,cmp302,Rolamento Frontal,sns302,Sensor de Pressão,1.59,flh302,Falha por Vibração Excedente,2023-03-20,Temperatura acima do limite,tec302,Carlos Silva,prc302,Troca de Rolamento
eqp303,Motor Principal,cmp303,Rolamento Frontal,sns303,Sensor de Pressão,0.51,flh303,Falha por Vibração Excedente,2024-01-24,Perda de pressão no componente,tec303,Carlos Silva,prc303,Vedação da Válvula
eqp304,Bomba Hidráulica,cmp304,Rolamento Frontal,sns304,Sensor de Temperatura,1.56,flh304,Vazamento de Pressão,2025-01-13,Excesso de vibração detectado,tec304,João Pereira,prc304,Vedação da Válvula
eqp305,Bomba Hidráulica,cmp305,Rolamento Frontal,sns305,Sensor de Vibração,1.05,flh305,Superaquecimento,2024-12-15,Perda de pressão no componente,tec305,Carlos Silva,prc305,Resfriamento do Equipamento
eqp306,Bomba Hidráulica,cmp306,Engrenagem,sns306,Sensor de Vibração,1.1,flh306,Vazamento de Pressão,2025-01-05,Excesso de vibração detectado,tec306,Ana Lima,prc306,Resfriamento do Equipamento
eqp307,Compressor de Ar,cmp307,Válvula de Pressão,sns307,Sensor de Vibração,1.27,flh307,Superaquecimento,2024-06-20,Perda de pressão no componente,tec307,João Pereira,prc307,Resfriamento do Equipamento
eqp308,Bomba Hidráulica,cmp308,Engrenagem,sns308,Sensor de Vibração,0.57,flh308,Superaquecimento,2023-04-15,Temperatura acima do limite,tec308,Carlos Silva,prc308,Resfriamento do Equipamento
eqp309,Motor Principal,cmp309,Válvula de Pressão,sns309,Sensor de Pressão,1.17,flh309,Vazamento de Pressão,2024-08-18,Perda de pressão no componente,tec309,João Pereira,prc309,Troca de Rolamento
eqp310,Compressor de Ar,cmp310,Rolamento Frontal,sns310,Sensor de Vibração,0.65,flh310,Vazamento de Pressão,2024-01-12,Perda de pressão no componente,tec310,João Pereira,prc310,Troca de Rolamento
eqp311,Bomba Hidráulica,cmp311,Rolamento Frontal,sns311,Sensor de Vibração,1.85,flh311,Falha por Vibração Excedente,2023-05-03,Perda de pressão no componente,tec311,Carlos Silva,prc311,Troca de Rolamento
eqp312,Compressor de Ar,cmp312,Válvula de Pressão,sns312,Sensor de Pressão,1.23,flh312,Superaquecimento,2023-09-13,Excesso de vibração detectado,tec312,Ana Lima,prc312,Troca de Rolamento
eqp313,Bomba Hidráulica,cmp313,Rolamento Frontal,sns313,Sensor de Pressão,1.54,flh313,Superaquecimento,2024-03-24,Temperatura acima do limite,tec313,Ana Lima,prc313,Resfriamento do Equipamento
eqp314,Motor Principal,cmp314,Rolamento Frontal,sns314,Sensor de Temperatura,1.17,flh314,Falha por Vibração Excedente,2024-08-19,Excesso de vibração detectado,tec314,João Pereira,prc314,Troca de Rolamento
eqp315,Compressor de Ar,cmp315,Engrenagem,sns315,Sensor de Pressão,0.62,flh315,Vazamento de Pressão,2023-10-27,Perda de pressão no componente,tec315,João Pereira,prc315,Resfriamento do Equipamento
eqp316,Motor Principal,cmp316,Engrenagem,sns316,Sensor de Pressão,1.57,flh316,Vazamento de Pressão,2024-08-02,Excesso de vibração detectado,tec316,João Pereira,prc316,Troca de Rolamento
eqp317,Motor Principal,cmp317,Engrenagem,sns317,Sensor de Pressão,1.14,flh317,Falha por Vibração Excedente,2023-10-18,Excesso de vibração detectado,tec317,João Pereira,prc317,Vedação da Válvula
eqp318,Bomba Hidráulica,cmp318,Engrenagem,sns318,Sensor de Temperatura,1.14,flh318,Superaquecimento,2025-02-14,Perda de pressão no componente,tec318,João Pereira,prc318,Resfriamento do Equipamento
eqp319,Motor Principal,cmp319,Engrenagem,sns319,Sensor de Vibração,1.28,flh319,Falha por Vibração Excedente,2025-02-21,Perda de pressão no componente,tec319,Ana Lima,prc319,Vedação da Válvula
eqp320,Compressor de Ar,cmp320,Engrenagem,sns320,Sensor de Vibração,1.58,flh320,Superaquecimento,2023-05-26,Excesso de vibração detectado,tec320,Ana Lima,prc320,Troca de Rolamento
eqp321,Motor Principal,cmp321,Válvula de Pressão,sns321,Sensor de Vibração,1.58,flh321,Vazamento de Pressão,2024-01-05,Temperatura acima do limite,tec321,Ana Lima,prc321,Resfriamento do Equipamento
eqp322,Compressor de Ar,cmp322,Engrenagem,sns322,Sensor de Pressão,1.59,flh322,Falha por Vibração Excedente,2024-06-10,Perda de pressão no componente,tec322,João Pereira,prc322,Vedação da Válvula
eqp323,Bomba Hidráulica,cmp323,Engrenagem,sns323,Sensor de Temperatura,1.03,flh323,Superaquecimento,2023-06-06,Temperatura acima do limite,tec323,João Pereira,prc323,Vedação da Válvula
eqp324,Compressor de Ar,cmp324,Rolamento Frontal,sns324,Sensor de Vibração,1.66,flh324,Falha por Vibração Excedente,2023-04-20,Perda de pressão no componente,tec324,Carlos Silva,prc324,Resfriamento do Equipamento
eqp325,Bomba Hidráulica,cmp325,Rolamento Frontal,sns325,Sensor de Vibração,0.87,flh325,Falha por Vibração Excedente,2023-11-20,Excesso de vibração detectado,tec325,Ana Lima,prc325,Vedação da Válvula
eqp326,Bomba Hidráulica,cmp326,Válvula de Pressão,sns326,Sensor de Temperatura,0.62,flh326,Falha por Vibração Excedente,2023-02-16,Temperatura acima do limite,tec326,João Pereira,prc326,Resfriamento do Equipamento
eqp327,Motor Principal,cmp327,Engrenagem,sns327,Sensor de Temperatura,1.8,flh327,Falha por Vibração Excedente,2023-02-03,Perda de pressão no componente,tec327,Carlos Silva,prc327,Resfriamento do Equipamento
eqp328,Compressor de Ar,cmp328,Engrenagem,sns328,Sensor de Vibração,0.88,flh328,Falha por Vibração Excedente,2025-03-09,Temperatura acima do limite,tec328,Carlos Silva,prc328,Vedação da Válvula
eqp329,Bomba Hidráulica,cmp329,Engrenagem,sns329,Sensor de Vibração,0.84,flh329,Superaquecimento,2024-12-16,Excesso de vibração detectado,tec329,João Pereira,prc329,Troca de Rolamento
eqp330,Compressor de Ar,cmp330,Válvula de Pressão,sns330,Sensor de Vibração,0.63,flh330,Falha por Vibração Excedente,2024-05-24,Excesso de vibração detectado,tec330,Carlos Silva,prc330,Resfriamento do Equipamento
eqp331,Motor Principal,cmp331,Engrenagem,sns331,Sensor de Pressão,1.4,flh331,Superaquecimento,2023-08-01,Temperatura acima do limite,tec331,João Pereira,prc331,Vedação da Válvula
eqp332,Compressor de Ar,cmp332,Engrenagem,sns332,Sensor de Pressão,1.93,flh332,Superaquecimento,2023-04-03,Perda de pressão no componente,tec332,Ana Lima,prc332,Troca de Rolamento
eqp333,Bomba Hidráulica,cmp333,Engrenagem,sns333,Sensor de Pressão,1.68,flh333,Falha por Vibração Excedente,2023-02-08,Temperatura acima do limite,tec333,Carlos Silva,prc333,Troca de Rolamento
eqp334,Bomba Hidráulica,cmp334,Engrenagem,sns334,Sensor de Pressão,1.73,flh334,Falha por Vibração Excedente,2024-03-26,Perda de pressão no componente,tec334,Ana Lima,prc334,Vedação da Válvula
eqp335,Compressor de Ar,cmp335,Engrenagem,sns335,Sensor de Vibração,1.24,flh335,Superaquecimento,2025-01-11,Temperatura acima do limite,tec335,João Pereira,prc335,Troca de Rolamento
eqp336,Compressor de Ar,cmp336,Rolamento Frontal,sns336,Sensor de Pressão,0.51,flh336,Superaquecimento,2024-12-01,Temperatura acima do limite,tec336,Ana Lima,prc336,Resfriamento do Equipamento
eqp337,Compressor de Ar,cmp337,Rolamento Frontal,sns337,Sensor de Pressão,1.88,flh337,Vazamento de Pressão,2024-10-20,Perda de pressão no componente,tec337,Carlos Silva,prc337,Vedação da Válvula
eqp338,Motor Principal,cmp338,Rolamento Frontal,sns338,Sensor de Vibração,0.99,flh338,Vazamento de Pressão,2025-01-15,Perda de pressão no componente,tec338,João Pereira,prc338,Resfriamento do Equipamento
eqp339,Bomba Hidráulica,cmp339,Engrenagem,sns339,Sensor de Pressão,0.77,flh339,Falha por Vibração Excedente,2024-06-25,Temperatura acima do limite,tec339,João Pereira,prc339,Troca de Rolamento
eqp340,Motor Principal,cmp340,Válvula de Pressão,sns340,Sensor de Temperatura,1.37,flh340,Vazamento de Pressão,2024-07-16,Excesso de vibração detectado,tec340,Ana Lima,prc340,Vedação da Válvula
eqp341,Compressor de Ar,cmp341,Engrenagem,sns341,Sensor de Pressão,1.45,flh341,Superaquecimento,2024-11-03,Temperatura acima do limite,tec341,Ana Lima,prc341,Resfriamento do Equipamento
eqp342,Bomba Hidráulica,cmp342,Engrenagem,sns342,Sensor de Pressão,1.95,flh342,Falha por Vibração Excedente,2024-08-23,Excesso de vibração detectado,tec342,Ana Lima,prc342,Troca de Rolamento
eqp343,Compressor de Ar,cmp343,Engrenagem,sns343,Sensor de Temperatura,1.05,flh343,Superaquecimento,2023-07-22,Temperatura acima do limite,tec343,João Pereira,prc343,Vedação da Válvula
eqp344,Compressor de Ar,cmp344,Rolamento Frontal,sns344,Sensor de Pressão,1.55,flh344,Vazamento de Pressão,2024-07-13,Excesso de vibração detectado,tec344,Carlos Silva,prc344,Troca de Rolamento
eqp345,Motor Principal,cmp345,Engrenagem,sns345,Sensor de Vibração,0.67,flh345,Superaquecimento,2023-02-19,Temperatura acima do limite,tec345,João Pereira,prc345,Resfriamento do Equipamento
eqp346,Bomba Hidráulica,cmp346,Rolamento Frontal,sns346,Sensor de Temperatura,0.74,flh346,Falha por Vibração Excedente,2023-11-28,Excesso de vibração detectado,tec346,Ana Lima,prc346,Troca de Rolamento
eqp347,Compressor de Ar,cmp347,Rolamento Frontal,sns347,Sensor de Temperatura,1.64,flh347,Vazamento de Pressão,2024-12-09,Excesso de vibração detectado,tec347,João Pereira,prc347,Resfriamento do Equipamento
eqp348,Compressor de Ar,cmp348,Válvula de Pressão,sns348,Sensor de Vibração,1.34,flh348,Vazamento de Pressão,2024-08-15,Temperatura acima do limite,tec348,Carlos Silva,prc348,Resfriamento do Equipamento
eqp349,Bomba Hidráulica,cmp349,Rolamento Frontal,sns349,Sensor de Vibração,1.15,flh349,Superaquecimento,2024-08-14,Excesso de vibração detectado,tec349,Ana Lima,prc349,Resfriamento do Equipamento
eqp350,Compressor de Ar,cmp350,Engrenagem,sns350,Sensor de Pressão,1.91,flh350,Falha por Vibração Excedente,2024-03-04,Excesso de vibração detectado,tec350,Carlos Silva,prc350,Resfriamento do Equipamento
eqp351,Compressor de Ar,cmp351,Válvula de Pressão,sns351,Sensor de Pressão,0.94,flh351,Vazamento de Pressão,2024-12-23,Perda de pressão no componente,tec351,João Pereira,prc351,Vedação da Válvula
eqp352,Compressor de Ar,cmp352,Rolamento Frontal,sns352,Sensor de Pressão,1.36,flh352,Falha por Vibração Excedente,2023-03-11,Perda de pressão no componente,tec352,Ana Lima,prc352,Troca de Rolamento
eqp353,Bomba Hidráulica,cmp353,Engrenagem,sns353,Sensor de Pressão,0.51,flh353,Falha por Vibração Excedente,2023-09-29,Excesso de vibração detectado,tec353,Carlos Silva,prc353,Vedação da Válvula
eqp354,Motor Principal,cmp354,Válvula de Pressão,sns354,Sensor de Temperatura,1.41,flh354,Falha por Vibração Excedente,2024-01-31,Temperatura acima do limite,tec354,Ana Lima,prc354,Vedação da Válvula
eqp355,Compressor de Ar,cmp355,Engrenagem,sns355,Sensor de Vibração,0.91,flh355,Vazamento de Pressão,2023-10-24,Perda de pressão no componente,tec355,Ana Lima,prc355,Troca de Rolamento
eqp356,Compressor de Ar,cmp356,Válvula de Pressão,sns356,Sensor de Vibração,1.23,flh356,Vazamento de Pressão,2024-08-19,Temperatura acima do limite,tec356,Carlos Silva,prc356,Vedação da Válvula
eqp357,Bomba Hidráulica,cmp357,Engrenagem,sns357,Sensor de Temperatura,0.98,flh357,Vazamento de Pressão,2025-02-04,Perda de pressão no componente,tec357,Ana Lima,prc357,Troca de Rolamento
eqp358,Bomba Hidráulica,cmp358,Engrenagem,sns358,Sensor de Pressão,1.93,flh358,Superaquecimento,2023-02-24,Perda de pressão no componente,tec358,João Pereira,prc358,Resfriamento do Equipamento
eqp359,Compressor de Ar,cmp359,Rolamento Frontal,sns359,Sensor de Temperatura,1.68,flh359,Falha por Vibração Excedente,2023-03-05,Perda de pressão no componente,tec359,Carlos Silva,prc359,Vedação da Válvula
eqp360,Bomba Hidráulica,cmp360,Engrenagem,sns360,Sensor de Pressão,1.47,flh360,Superaquecimento,2024-10-23,Perda de pressão no componente,tec360,João Pereira,prc360,Vedação da Válvula
eqp361,Motor Principal,cmp361,Válvula de Pressão,sns361,Sensor de Vibração,0.52,flh361,Vazamento de Pressão,2023-12-02,Excesso de vibração detectado,tec361,Carlos Silva,prc361,Troca de Rolamento
eqp362,Motor Principal,cmp362,Rolamento Frontal,sns362,Sensor de Vibração,1.68,flh362,Superaquecimento,2025-02-23,Excesso de vibração detectado,tec362,Ana Lima,prc362,Vedação da Válvula
eqp363,Compressor de Ar,cmp363,Engrenagem,sns363,Sensor de Vibração,1.72,flh363,Falha por Vibração Excedente,2025-03-28,Temperatura acima do limite,tec363,Ana Lima,prc363,Resfriamento do Equipamento
eqp364,Compressor de Ar,cmp364,Válvula de Pressão,sns364,Sensor de Vibração,1.33,flh364,Superaquecimento,2025-02-14,Temperatura acima do limite,tec364,Carlos Silva,prc364,Resfriamento do Equipamento
eqp365,Motor Principal,cmp365,Rolamento Frontal,sns365,Sensor de Temperatura,1.46,flh365,Vazamento de Pressão,2024-08-14,Excesso de vibração detectado,tec365,Ana Lima,prc365,Resfriamento do Equipamento
eqp366,Bomba Hidráulica,cmp366,Rolamento Frontal,sns366,Sensor de Temperatura,0.88,flh366,Superaquecimento,2023-03-19,Perda de pressão no componente,tec366,Ana Lima,prc366,Resfriamento do Equipamento
eqp367,Bomba Hidráulica,cmp367,Rolamento Frontal,sns367,Sensor de Pressão,1.9,flh367,Superaquecimento,2024-01-06,Temperatura acima do limite,tec367,Carlos Silva,prc367,Resfriamento do Equipamento
eqp368,Compressor de Ar,cmp368,Válvula de Pressão,sns368,Sensor de Temperatura,1.31,flh368,Superaquecimento,2023-08-17,Perda de pressão no componente,tec368,João Pereira,prc368,Troca de Rolamento
eqp369,Motor Principal,cmp369,Engrenagem,sns369,Sensor de Temperatura,1.64,flh369,Superaquecimento,2024-06-17,Excesso de vibração detectado,tec369,Ana Lima,prc369,Troca de Rolamento
eqp370,Motor Principal,cmp370,Engrenagem,sns370,Sensor de Temperatura,1.22,flh370,Superaquecimento,2025-02-05,Perda de pressão no componente,tec370,Ana Lima,prc370,Troca de Rolamento
eqp371,Compressor de Ar,cmp371,Válvula de Pressão,sns371,Sensor de Vibração,1.44,flh371,Vazamento de Pressão,2025-01-11,Excesso de vibração detectado,tec371,João Pereira,prc371,Vedação da Válvula
eqp372,Motor Principal,cmp372,Rolamento Frontal,sns372,Sensor de Temperatura,1.99,flh372,Vazamento de Pressão,2023-05-04,Perda de pressão no componente,tec372,Ana Lima,prc372,Vedação da Válvula
eqp373,Motor Principal,cmp373,Válvula de Pressão,sns373,Sensor de Pressão,1.29,flh373,Superaquecimento,2023-05-08,Excesso de vibração detectado,tec373,Ana Lima,prc373,Vedação da Válvula
eqp374,Motor Principal,cmp374,Válvula de Pressão,sns374,Sensor de Pressão,1.15,flh374,Vazamento de Pressão,2024-01-02,Perda de pressão no componente,tec374,João Pereira,prc374,Troca de Rolamento
